bloock-smooth,date of sale,change,worth,essence,part sold,settelment,year built,Area,Room number
006145-1046-008-00,01/12/2022,"700,000","700,000",דירה בבית קומות,0.333,Ramat-Gan,1960,63,3
006157-0039-003-00,06/12/2022,"2,350,000","2,350,000",דירה בבית קומות,1,Ramat-Gan,2024,80,3
006158-1093-008-00,15/12/2022,"2,395,983","2,395,983",דירה בבית קומות,1,Ramat-Gan,2026,67,3
006158-1663-010-00,01/01/2023,"2,462,000","2,462,000",דירה בבית קומות,1,Ramat-Gan,2014,60,3
006204-0465-007-00,16/12/2022,"1,190,000","1,190,000",דירה בבית קומות,0.5,Ramat-Gan,1950,84,3
006210-0080-010-00,26/12/2022,"2,450,000","2,450,000",דירה בבית קומות,0.5,Ramat-Gan,2023,96,3
006210-0100-004-00,14/12/2022,"2,600,000","2,600,000",דירה בבית קומות,1,Ramat-Gan,2023,63,3
006204-0389-010-00,25/12/2022,"810,000","810,000",דירה בבית קומות,0.5,Ramat-Gan,1960,67,3
006158-1623-005-00,26/12/2022,"2,190,000","2,190,000",דירה בבית קומות,1,Ramat-Gan,2016,55,3
006127-0202-002-00,11/01/2023,"2,250,000","2,250,000",דירה בבית קומות,1,Ramat-Gan,1950,65,3
006182-0344-020-00,25/12/2022,"2,150,000","2,150,000",דירה בבית קומות,1,Ramat-Gan,1970,52,3
006142-0089-040-00,30/12/2022,"2,846,483","2,846,483",דירה בבית קומות,1,Ramat-Gan,2024,78,3
006157-0240-000-00,23/01/2023,"2,500,000","2,500,000",דירה בבית קומות,1,Ramat-Gan,1950,75,3
006157-0039-012-00,26/01/2023,"2,125,000","2,125,000",דירה בבית קומות,1,Ramat-Gan,2024,80,3
006144-0529-001-00,30/01/2023,"2,510,000","2,510,000",דירה בבית קומות,1,Ramat-Gan,1982,64,3
006204-0467-000-00,21/12/2022,"782,500","782,500",דירה בבית קומות,0.25,Ramat-Gan,2021,79,3
006109-0454-073-00,29/12/2022,"2,310,000","2,310,000",דירה בבית קומות,1,Ramat-Gan,2010,78,3
006159-0141-000-00,02/01/2023,"1,500,000","1,500,000",דירה בבית קומות,1,Ramat-Gan,1960,58,3
006186-0696-036-00,20/01/2023,"2,650,000","2,650,000",דירה בבית קומות,1,Ramat-Gan,2015,79,3
006182-0443-008-00,23/01/2023,"2,100,000","2,100,000",דירה בבית קומות,1,Ramat-Gan,1970,65,3
006145-1260-004-00,03/02/2023,"2,000,000","2,000,000",דירה בבית קומות,1,Ramat-Gan,1960,63,3
006181-0227-003-00,05/02/2023,"1,940,000","1,940,000",דירה בבית קומות,1,Ramat-Gan,1970,61,3
006158-0992-010-00,08/02/2023,"1,075,000","1,075,000",דירה בבית קומות,0.5,Ramat-Gan,1950,69,3
006205-0623-009-00,09/01/2023,"1,325,000","1,325,000",דירה בבית קומות,0.5,Ramat-Gan,1960,59,3
006205-0789-049-00,16/01/2023,"1,240,989","1,240,989",דירה בבית קומות,0.5,Ramat-Gan,2014,74,3
006128-0208-000-00,01/02/2023,"2,800,000","2,800,000",דירה בבית קומות,1,Ramat-Gan,2017,62,3
006144-0644-004-00,02/02/2023,"585,000","585,000",דירה בבית קומות,0.333,Ramat-Gan,1960,68,3
006142-0381-022-00,07/02/2023,"630,000","630,000",דירה בבית קומות,0.333,Ramat-Gan,1980,69,3
006157-0112-000-00,12/02/2023,"730,000","730,000",דירה בבית קומות,0.333,Ramat-Gan,1960,59,3
006180-0614-007-00,15/02/2023,"2,342,000","2,342,000",דירה בבית קומות,1,Ramat-Gan,1996,61,3
006158-0403-001-00,09/01/2023,"1,037,142","1,037,142",דירה בבית קומות,0.416,Ramat-Gan,1960,89,3
006159-0745-000-00,19/01/2023,"2,615,000","2,615,000",דירה בבית קומות,1,Ramat-Gan,2017,60,3
006187-0378-025-00,19/01/2023,"1,940,000","1,940,000",דירה בבית קומות,1,Ramat-Gan,1970,70,3
006204-0372-011-00,31/01/2023,"1,133,333","1,133,333",דירה בבית קומות,0.333,Ramat-Gan,1993,65,3
006205-0782-323-00,02/02/2023,"1,710,000","1,710,000",דירה בבית קומות,0.5,Ramat-Gan,2015,89,3
006186-0284-027-00,14/02/2023,"2,000,000","2,000,000",דירה בבית קומות,1,Ramat-Gan,2018,46,3
006145-1489-002-00,17/02/2023,"2,650,000","2,650,000",דירה בבית קומות,1,Ramat-Gan,1989,80,3
006186-0457-009-00,19/02/2023,"2,275,000","2,275,000",דירה בבית קומות,1,Ramat-Gan,1960,77,3
006145-1514-005-00,22/02/2023,"1,100,000","1,100,000",דירה בבית קומות,0.5,Ramat-Gan,1987,62,3
006157-0039-002-00,19/01/2023,"1,900,000","1,900,000",דירה בבית קומות,1,Ramat-Gan,2024,55,3
006128-0798-003-00,02/02/2023,"2,100,000","2,100,000",דירה בבית קומות,1,Ramat-Gan,1970,60,3
006186-0448-002-00,23/02/2023,"2,320,000","2,320,000",דירה בבית קומות,1,Ramat-Gan,1970,72,3
006205-0669-013-00,19/01/2023,"2,935,000","2,935,000",דירה בבית קומות,1,Ramat-Gan,1970,70,3
006210-0004-004-00,24/01/2023,"1,950,000","1,950,000",דירה בבית קומות,0.5,Ramat-Gan,2023,96,3
006126-0639-000-00,31/01/2023,"2,550,000","2,550,000",דירה בבית קומות,1,Ramat-Gan,2013,78,3
006182-0152-002-00,07/03/2023,"2,050,000","2,050,000",דירה בבית קומות,1,Ramat-Gan,1970,74,3
006128-0568-002-00,15/02/2023,"2,974,130","2,974,130",דירה בבית קומות,1,Ramat-Gan,2022,63,3
006186-0457-011-00,21/02/2023,"2,150,000","2,150,000",דירה בבית קומות,1,Ramat-Gan,1960,76,3
006205-0060-001-00,01/03/2023,"2,550,000","2,550,000",דירה בבית קומות,1,Ramat-Gan,2007,63,3
006206-0166-000-00,06/03/2023,"2,825,000","2,825,000",דירה בבית קומות,1,Ramat-Gan,2016,78,3
006158-1665-000-00,12/03/2023,"2,500,000","2,500,000",דירה בבית קומות,1,Ramat-Gan,2016,71,3
006145-0499-006-00,08/12/2022,"1,100,000","1,100,000",דירה בבית קומות,0.5,Ramat-Gan,1960,74,3
006128-0390-013-00,13/02/2023,"2,350,000","2,350,000",דירה בבית קומות,1,Ramat-Gan,2018,74,3
006127-0280-005-00,27/02/2023,"2,750,000","2,750,000",דירה בבית קומות,1,Ramat-Gan,1950,109,3
006204-0542-004-00,13/03/2023,"2,370,000","2,370,000",דירה בבית קומות,1,Ramat-Gan,1970,65,3
006128-0546-012-00,15/03/2023,"1,500,000","1,500,000",דירה בבית קומות,0.5,Ramat-Gan,1950,68,3
006205-0048-008-00,19/02/2023,"2,908,323","2,908,323",דירה בבית קומות,1,Ramat-Gan,2022,68,3
006125-0781-002-00,06/03/2023,"2,100,000","2,100,000",דירה בבית קומות,1,Ramat-Gan,2014,65,3
006128-0542-000-00,07/03/2023,"1,425,000","1,425,000",דירה בבית קומות,0.025,Ramat-Gan,1970,68,3
006181-0635-013-00,19/03/2023,"2,200,000","2,200,000",דירה בבית קומות,1,Ramat-Gan,1998,63,3
006127-0738-034-00,23/03/2023,"2,450,000","2,450,000",דירה בבית קומות,1,Ramat-Gan,1950,79,3
006158-0697-006-00,27/03/2023,"2,320,000","2,320,000",דירה בבית קומות,1,Ramat-Gan,2023,65,3
006159-0745-000-00,08/03/2023,"1,169,400","1,169,400",דירה בבית קומות,0.5,Ramat-Gan,2014,73,3
006145-1001-006-00,22/03/2023,"2,200,000","2,200,000",דירה בבית קומות,1,Ramat-Gan,1960,86,3
006127-0993-154-00,01/02/2023,"1,700,000","1,700,000",דירה בבית קומות,1,Ramat-Gan,1970,84,3
006145-1349-004-00,15/02/2023,"1,702,500","1,702,500",דירה בבית קומות,0.75,Ramat-Gan,1960,78,3
006181-0325-004-00,28/02/2023,"2,080,000","2,080,000",דירה בבית קומות,1,Ramat-Gan,1960,76,3
006157-0497-008-00,23/03/2023,"1,430,000","1,430,000",דירה בבית קומות,0.5,Ramat-Gan,1960,89,3
006127-0887-017-00,28/03/2023,"816,666","816,666",דירה בבית קומות,0.333,Ramat-Gan,1960,86,3
006128-0389-007-00,29/03/2023,"2,735,000","2,735,000",דירה בבית קומות,1,Ramat-Gan,1960,51,3
006127-0177-022-00,03/04/2023,"1,275,000","1,275,000",דירה בבית קומות,0.5,Ramat-Gan,2015,59,3
006142-0320-015-00,04/04/2023,"1,650,000","1,650,000",דירה בבית קומות,1,Ramat-Gan,1982,55,3
006175-0043-003-00,19/03/2023,"2,350,000","2,350,000",דירה בבית קומות,1,Ramat-Gan,1970,62,3
006182-0358-021-00,22/03/2023,"2,100,000","2,100,000",דירה בבית קומות,1,Ramat-Gan,1970,76,3
006127-0620-018-00,29/03/2023,"2,875,000","2,875,000",דירה בבית קומות,1,Ramat-Gan,2027,74,3
006186-0613-001-00,01/01/2023,"570,000","570,000",דירה בבית קומות,0.2,Ramat-Gan,1950,91,3
006125-0613-019-00,20/02/2023,"2,843,680","2,843,680",דירה בבית קומות,1,Ramat-Gan,1950,89,3
006182-0080-006-00,13/03/2023,"1,800,000","1,800,000",דירה בבית קומות,1,Ramat-Gan,1950,47,3
006159-0514-001-00,16/03/2023,"2,900,000","2,900,000",דירה בבית קומות,1,Ramat-Gan,1950,94,3
006128-0211-030-00,02/04/2023,"2,950,000","2,950,000",דירה בבית קומות,1,Ramat-Gan,2022,71,3
006145-0858-003-00,23/04/2023,"2,340,000","2,340,000",דירה בבית קומות,1,Ramat-Gan,2023,69,3
006145-0651-005-00,30/04/2023,"858,333","858,333",דירה בבית קומות,0.333,Ramat-Gan,2000,68,3
006125-0146-039-00,02/02/2023,"1,315,000","1,315,000",דירה בבית קומות,0.5,Ramat-Gan,2022,65,3
006125-0285-000-00,02/04/2023,"1,285,000","1,285,000",דירה בבית קומות,0.5,Ramat-Gan,2022,80,3
006126-0556-006-00,03/04/2023,"1,375,000","1,375,000",דירה בבית קומות,0.5,Ramat-Gan,1970,75,3
006125-0608-009-00,11/04/2023,"1,980,000","1,980,000",דירה בבית קומות,1,Ramat-Gan,1950,68,3
006182-0474-003-00,20/04/2023,"2,710,000","2,710,000",דירה בבית קומות,1,Ramat-Gan,1970,98,3
006145-0858-001-00,27/04/2023,"2,360,000","2,360,000",דירה בבית קומות,1,Ramat-Gan,2023,69,3
006157-0039-007-00,20/04/2023,"2,000,000","2,000,000",דירה בבית קומות,1,Ramat-Gan,2024,57,3
006159-0543-017-00,10/05/2023,"2,650,000","2,650,000",דירה בבית קומות,1,Ramat-Gan,2019,77,3
006180-0051-011-00,28/02/2023,"2,950,000","2,950,000",דירה בבית קומות,1,Ramat-Gan,2022,89,4
006145-0381-003-00,27/11/2022,"2,750,000","2,750,000",דירה בבית קומות,1,Ramat-Gan,1982,81,4
006204-0538-004-00,01/12/2022,"2,900,000","2,900,000",דירה בבית קומות,1,Ramat-Gan,1970,90,4
006186-0480-020-00,28/11/2022,"2,800,000","2,800,000",דירה בבית קומות,1,Ramat-Gan,2014,97,4
006145-1472-003-00,29/11/2022,"2,435,000","2,435,000",דירה בבית קומות,1,Ramat-Gan,1970,84,4
006145-1305-014-00,11/12/2022,"2,905,983","2,905,983",דירה בבית קומות,1,Ramat-Gan,2021,95,4
006145-0733-012-00,20/12/2022,"2,940,000","2,940,000",דירה בבית קומות,1,Ramat-Gan,2013,80,4
006182-0017-004-00,28/11/2022,"3,000,000","3,000,000",דירה בבית קומות,1,Ramat-Gan,2023,95,4
006186-0080-015-00,20/12/2022,"2,905,850","2,905,850",דירה בבית קומות,1,Ramat-Gan,2022,92,4
006125-0680-006-00,22/12/2022,"2,650,000","2,650,000",דירה בבית קומות,1,Ramat-Gan,1970,62,4
006157-0039-005-00,06/12/2022,"2,350,000","2,350,000",דירה בבית קומות,1,Ramat-Gan,2024,80,4
006157-0039-004-00,06/12/2022,"2,350,000","2,350,000",דירה בבית קומות,1,Ramat-Gan,2024,81,4
006186-0594-000-00,28/12/2022,"2,600,000","2,600,000",דירה בבית קומות,1,Ramat-Gan,2019,85,4
006159-0442-032-00,29/12/2022,"1,936,231","1,936,231",דירה בבית קומות,1,Ramat-Gan,2020,87,4
006181-0635-019-00,02/01/2023,"2,400,000","2,400,000",דירה בבית קומות,1,Ramat-Gan,1990,77,4
006159-0747-000-00,05/01/2023,"2,700,000","2,700,000",דירה בבית קומות,1,Ramat-Gan,2022,81,4
006142-0405-012-00,10/12/2022,"2,100,000","2,100,000",דירה בבית קומות,0.03,Ramat-Gan,2022,88,4
006181-0603-003-00,21/12/2022,"2,800,000","2,800,000",דירה בבית קומות,1,Ramat-Gan,2004,107,4
006158-1493-020-00,29/12/2022,"1,350,000","1,350,000",דירה בבית קומות,0.5,Ramat-Gan,1970,106,4
006186-0428-009-00,04/01/2023,"2,350,000","2,350,000",דירה בבית קומות,1,Ramat-Gan,2023,81,4
006186-0284-028-00,14/12/2022,"2,850,000","2,850,000",דירה בבית קומות,1,Ramat-Gan,2019,88,4
006186-0056-009-00,19/01/2023,"933,333","933,333",דירה בבית קומות,0.333,Ramat-Gan,2010,90,4
006206-0066-023-00,01/03/2023,"3,000,000","3,000,000",דירה בבית קומות,1,Ramat-Gan,2019,91,4
006210-0028-037-00,04/01/2023,"1,350,000","1,350,000",דירה בבית קומות,0.5,Ramat-Gan,2023,111,4
006210-0028-037-00,04/01/2023,"1,350,000","1,350,000",דירה בבית קומות,0.5,Ramat-Gan,2023,111,4
006183-0454-004-00,30/01/2023,"2,650,000","2,650,000",דירה בבית קומות,1,Ramat-Gan,1992,104,4
006145-1627-005-00,18/01/2023,"3,000,000","3,000,000",דירה בבית קומות,1,Ramat-Gan,2018,84,4
006125-0497-013-00,27/11/2022,"628,600","628,600",דירה בבית קומות,0.179,Ramat-Gan,2021,93,4
006204-0690-000-00,06/12/2022,"2,880,000","2,880,000",דירה בבית קומות,1,Ramat-Gan,2021,90,4
006158-1321-000-00,01/02/2023,"2,825,000","2,825,000",דירה בבית קומות,1,Ramat-Gan,2022,84,4
006205-0668-009-00,09/02/2023,"1,625,000","1,625,000",דירה בבית קומות,0.5,Ramat-Gan,1970,94,4
006125-0617-005-00,13/02/2023,"1,710,000","1,710,000",דירה בבית קומות,0.5,Ramat-Gan,2023,112,4
006186-0023-006-00,12/01/2023,"2,650,000","2,650,000",דירה בבית קומות,1,Ramat-Gan,1985,94,4
006186-0489-005-00,16/01/2023,"2,800,000","2,800,000",דירה בבית קומות,1,Ramat-Gan,2022,89,4
006154-1202-000-00,27/12/2022,"2,029,000","2,029,000",דירה בבית קומות,1,Ramat-Gan,2023,100,4
006186-0408-020-00,12/12/2022,"1,262,500","1,262,500",דירה בבית קומות,0.5,Ramat-Gan,1970,92,4
006207-0468-000-00,28/12/2022,"600,000","600,000",דירה בבית קומות,0.2,Ramat-Gan,2020,100,4
006159-0173-011-00,16/02/2023,"2,185,000","2,185,000",דירה בבית קומות,1,Ramat-Gan,1960,67,4
006157-0497-079-00,22/02/2023,"1,150,000","1,150,000",דירה בבית קומות,0.5,Ramat-Gan,1960,87,4
006159-0304-000-00,06/03/2023,"2,270,000","2,270,000",דירה בבית קומות,1,Ramat-Gan,1950,69,4
006204-0081-000-00,07/02/2023,"2,550,000","2,550,000",דירה בבית קומות,1,Ramat-Gan,1960,70,4
006181-0341-003-00,06/03/2023,"3,000,000","3,000,000",דירה בבית קומות,1,Ramat-Gan,2018,95,4
006157-0322-006-00,13/12/2022,"1,050,000","1,050,000",דירה בבית קומות,0.5,Ramat-Gan,1950,50,4
006186-0687-028-00,20/03/2023,"3,000,000","3,000,000",דירה בבית קומות,1,Ramat-Gan,2016,83,4
006127-0470-014-00,21/03/2023,"760,000","760,000",דירה בבית קומות,0.2,Ramat-Gan,1970,125,4
006158-0314-003-00,26/03/2023,"2,500,000","2,500,000",דירה בבית קומות,1,Ramat-Gan,2009,67,4
006125-0286-000-00,18/12/2022,"2,900,000","2,900,000",דירה בבית קומות,0.065,Ramat-Gan,2021,91,4
006145-1294-010-00,16/03/2023,"1,700,000","1,700,000",דירה בבית קומות,0.5,Ramat-Gan,2028,101,4
006180-0051-012-00,22/03/2023,"2,940,000","2,940,000",דירה בבית קומות,1,Ramat-Gan,2022,92,4
006204-0078-008-00,24/03/2023,"2,750,000","2,750,000",דירה בבית קומות,1,Ramat-Gan,1992,77,4
006158-0316-004-00,12/01/2023,"2,600,000","2,600,000",דירה בבית קומות,1,Ramat-Gan,1982,74,4
006180-0346-009-00,09/02/2023,"2,550,000","2,550,000",דירה בבית קומות,1,Ramat-Gan,1960,80,4
006126-0354-002-00,16/03/2023,"2,625,000","2,625,000",דירה בבית קומות,1,Ramat-Gan,1940,80,4
006128-0253-000-00,19/02/2023,"1,850,000","1,850,000",דירה בבית קומות,0.5,Ramat-Gan,2022,103,4
006144-0613-008-00,22/02/2023,"2,200,000","2,200,000",דירה בבית קומות,1,Ramat-Gan,2000,90,4
006128-0262-012-00,21/03/2023,"1,500,000","1,500,000",דירה בבית קומות,0.5,Ramat-Gan,1960,113,4
006181-0573-017-00,22/03/2023,"2,700,000","2,700,000",דירה בבית קומות,1,Ramat-Gan,1998,108,4
006145-1294-012-00,02/04/2023,"1,712,500","1,712,500",דירה בבית קומות,0.5,Ramat-Gan,2026,101,4
006145-1294-011-00,03/04/2023,"1,700,000","1,700,000",דירה בבית קומות,0.5,Ramat-Gan,2026,100,4
006158-1158-000-00,19/02/2023,"2,870,000","2,870,000",דירה בבית קומות,1,Ramat-Gan,2023,85,4
006186-0689-042-00,02/03/2023,"2,800,000","2,800,000",דירה בבית קומות,1,Ramat-Gan,2015,84,4
006205-0746-035-00,01/01/2023,"1,525,000","1,525,000",דירה בבית קומות,0.5,Ramat-Gan,1970,95,4
006236-0175-000-00,01/01/2023,"2,300,000","2,300,000",דירה בבית קומות,1,Ramat-Gan,2019,88,4
006127-0957-043-00,27/02/2023,"1,168,000","1,168,000",דירה בבית קומות,0.5,Ramat-Gan,1998,109,4
006145-1509-001-00,19/03/2023,"849,999","849,999",דירה בבית קומות,0.333,Ramat-Gan,1988,89,4
006145-0304-005-00,03/04/2023,"2,700,000","2,700,000",דירה בבית קומות,1,Ramat-Gan,2000,88,4
006128-0784-012-00,03/04/2023,"1,365,000","1,365,000",דירה בבית קומות,0.5,Ramat-Gan,1970,92,4
006204-0194-004-00,20/04/2023,"2,680,000","2,680,000",דירה בבית קומות,1,Ramat-Gan,1970,70,4
006185-0344-020-00,05/02/2023,"1,100,000","1,100,000",דירה בבית קומות,0.5,Ramat-Gan,1970,95,4
006182-0372-005-00,28/02/2023,"756,666","756,666",דירה בבית קומות,0.333,Ramat-Gan,1960,112,4
006182-0462-026-00,21/03/2023,"3,000,000","3,000,000",דירה בבית קומות,1,Ramat-Gan,1970,136,4
006186-0658-120-00,13/04/2023,"802,500","802,500",דירה בבית קומות,0.25,Ramat-Gan,2006,103,4
006206-0172-000-00,08/08/2022,"1,700,000","1,700,000",דירה בבית קומות,0.5,Ramat-Gan,2022,113,5
006235-0024-000-00,25/05/2022,"2,388,930","2,388,930",דירה בבית קומות,1,Ramat-Gan,2022,123,5
006235-0024-000-00,25/05/2022,"2,384,552","2,384,552",דירה בבית קומות,1,Ramat-Gan,2022,123,5
006235-0024-000-00,26/05/2022,"2,413,061","2,413,061",דירה בבית קומות,1,Ramat-Gan,2022,123,5
006235-0024-000-00,26/05/2022,"2,407,650","2,407,650",דירה בבית קומות,1,Ramat-Gan,2022,123,5
006235-0024-000-00,29/05/2022,"2,432,725","2,432,725",דירה בבית קומות,1,Ramat-Gan,2022,123,5
006235-0024-000-00,29/05/2022,"2,456,355","2,456,355",דירה בבית קומות,1,Ramat-Gan,2022,123,5
006235-0024-000-00,30/05/2022,"2,380,031","2,380,031",דירה בבית קומות,1,Ramat-Gan,2022,123,5
006235-0018-000-00,31/05/2022,"2,416,955","2,416,955",דירה בבית קומות,1,Ramat-Gan,2022,128,5
006125-0617-006-00,01/06/2022,"1,979,999","1,979,999",דירה בבית קומות,0.5,Ramat-Gan,2023,133,5
006236-0150-013-00,26/05/2022,"3,000,000","3,000,000",דירה בבית קומות,1,Ramat-Gan,1970,112,5
006158-0598-000-00,01/06/2022,"2,760,000","2,760,000",דירה בבית קומות,1,Ramat-Gan,2025,97,5
006235-0018-000-00,06/06/2022,"2,439,358","2,439,358",דירה בבית קומות,1,Ramat-Gan,2022,128,5
006235-0024-000-00,06/06/2022,"2,368,715","2,368,715",דירה בבית קומות,1,Ramat-Gan,2022,123,5
006159-0341-018-00,01/06/2022,"2,890,000","2,890,000",דירה בבית קומות,1,Ramat-Gan,2022,103,5
006235-0024-000-00,26/05/2022,"2,404,500","2,404,500",דירה בבית קומות,1,Ramat-Gan,2022,123,5
006180-0337-006-00,22/06/2022,"1,490,000","1,490,000",דירה בבית קומות,0.5,Ramat-Gan,2022,125,5
006187-0426-027-00,13/06/2022,"3,000,000","3,000,000",דירה בבית קומות,1,Ramat-Gan,1990,106,5
006180-0337-059-00,27/06/2022,"1,699,090","1,699,090",דירה בבית קומות,0.5,Ramat-Gan,2022,125,5
006158-1602-034-00,28/06/2022,"2,850,000","2,850,000",דירה בבית קומות,1,Ramat-Gan,2004,83,5
006181-0687-688-00,01/06/2022,"2,750,000","2,750,000",דירה בבית קומות,1,Ramat-Gan,2014,124,5
006184-0090-001-00,09/06/2022,"2,800,000","2,800,000",דירה בבית קומות,1,Ramat-Gan,1970,108,5
006182-0063-026-00,05/07/2022,"2,900,000","2,900,000",דירה בבית קומות,1,Ramat-Gan,2015,110,5
006207-0685-002-00,31/05/2022,"2,136,752","2,136,752",דירה בבית קומות,1,Ramat-Gan,1970,96,5
006157-0024-000-00,07/06/2022,"1,700,000","1,700,000",דירה בבית קומות,0.25,Ramat-Gan,1950,93,5
006158-0389-005-00,15/07/2022,"1,525,000","1,525,000",דירה בבית קומות,0.5,Ramat-Gan,1984,76,5
006125-0617-007-00,26/07/2022,"2,004,400","2,004,400",דירה בבית קומות,0.5,Ramat-Gan,2023,135,5
006183-0454-132-00,03/08/2022,"2,700,000","2,700,000",דירה בבית קומות,1,Ramat-Gan,1993,111,5
006182-0407-021-00,03/08/2022,"2,737,500","2,737,500",דירה בבית קומות,0.5,Ramat-Gan,2017,135,5
006181-0612-032-00,31/07/2022,"1,700,000","1,700,000",דירה בבית קומות,0.5,Ramat-Gan,1998,177,5
006125-0617-020-00,17/08/2022,"2,080,000","2,080,000",דירה בבית קומות,0.5,Ramat-Gan,2022,123,5
006183-0240-006-00,13/09/2022,"2,300,000","2,300,000",דירה בבית קומות,1,Ramat-Gan,1950,89,5
006142-0384-020-00,21/09/2022,"1,337,500","1,337,500",דירה בבית קומות,0.5,Ramat-Gan,1991,103,5
006158-0598-012-00,12/09/2022,"2,990,000","2,990,000",דירה בבית קומות,1,Ramat-Gan,2025,97,5
006182-0486-010-00,03/11/2022,"2,980,000","2,980,000",דירה בבית קומות,1,Ramat-Gan,2022,109,5
006181-0454-002-00,06/09/2022,"684,000","684,000",דירה בבית קומות,0.24,Ramat-Gan,1990,99,5
006127-0943-050-00,31/10/2022,"3,000,000","3,000,000",דירה בבית קומות,1,Ramat-Gan,1991,103,5
006235-0018-010-00,25/12/2022,"2,384,481","2,384,481",דירה בבית קומות,1,Ramat-Gan,2022,124,5
006180-0336-003-00,21/11/2022,"1,119,000","1,119,000",דירה בבית קומות,0.5,Ramat-Gan,2025,115,5
006180-0338-007-00,21/11/2022,"1,206,000","1,206,000",דירה בבית קומות,0.5,Ramat-Gan,2025,118,5
006180-0338-002-00,22/11/2022,"1,106,420","1,106,420",דירה בבית קומות,0.5,Ramat-Gan,2025,115,5
006180-0338-003-00,22/11/2022,"1,086,820","1,086,820",דירה בבית קומות,0.5,Ramat-Gan,2025,115,5
006158-1433-000-00,30/11/2022,"700,000","700,000",דירה בבית קומות,0.031,Ramat-Gan,2021,105,5
006158-1433-000-00,30/11/2022,"700,000","700,000",דירה בבית קומות,0.031,Ramat-Gan,2021,105,5
006158-1433-000-00,30/11/2022,"700,000","700,000",דירה בבית קומות,0.031,Ramat-Gan,2021,105,5
006158-1433-000-00,30/11/2022,"700,000","700,000",דירה בבית קומות,0.031,Ramat-Gan,2021,105,5
006158-1433-000-00,30/11/2022,"700,000","700,000",דירה בבית קומות,0.031,Ramat-Gan,2021,105,5
006186-0658-204-00,01/06/2022,"1,263,333","1,263,333",דירה בבית קומות,0.333,Ramat-Gan,1997,115,5
006207-0510-011-00,20/07/2022,"2,730,000","2,730,000",דירה בבית קומות,1,Ramat-Gan,1970,93,5
006127-0957-028-00,30/10/2022,"1,500,000","1,500,000",דירה בבית קומות,0.5,Ramat-Gan,2002,125,5
006180-0335-010-00,21/11/2022,"1,536,369","1,536,369",דירה בבית קומות,0.5,Ramat-Gan,2025,158,5
006128-0134-028-00,08/02/2023,"2,518,637","2,518,637",דירה בבית קומות,1,Ramat-Gan,2022,135,5
006181-0442-001-00,02/03/2023,"2,700,000","2,700,000",דירה בבית קומות,1,Ramat-Gan,1960,126,5
006185-0346-003-00,10/03/2023,"2,700,000","2,700,000",דירה בבית קומות,1,Ramat-Gan,1970,129,5
006205-0649-007-00,10/08/2022,"1,462,500","1,462,500",דירה בבית קומות,0.5,Ramat-Gan,1970,99,5
006207-0392-001-00,23/03/2023,"2,575,000","2,575,000",דירה בבית קומות,0.5,Ramat-Gan,2021,122,5
006181-0430-018-00,09/02/2023,"1,333,333","1,333,333",דירה בבית קומות,0.333,Ramat-Gan,1989,115,5
006155-0349-013-00,02/06/2022,"2,665,000","2,665,000",דירה בבית קומות,1,Givatayim,1960,60,3
006160-0166-004-00,03/06/2022,"2,800,000","2,800,000",דירה בבית קומות,1,Givatayim,1950,80,3
006154-0202-012-00,14/06/2022,"2,600,000","2,600,000",דירה בבית קומות,1,Givatayim,1970,60,3
006166-0590-018-00,25/05/2022,"2,300,000","2,300,000",דירה בבית קומות,1,Givatayim,1950,78,3
006156-0433-043-00,31/05/2022,"910,000","910,000",דירה בבית קומות,0.333,Givatayim,1960,100,3
006154-0504-009-00,31/05/2022,"3,000,000","3,000,000",דירה בבית קומות,1,Givatayim,2024,73,3
006154-0935-023-00,02/06/2022,"2,935,000","2,935,000",דירה בבית קומות,1,Givatayim,2009,76,3
006154-0680-020-00,08/06/2022,"2,750,000","2,750,000",דירה בבית קומות,1,Givatayim,1950,84,3
006155-0350-009-00,14/06/2022,"841,057","841,057",דירה בבית קומות,1,Givatayim,1960,88,3
006166-0258-009-00,09/06/2022,"869,999","869,999",דירה בבית קומות,0.333,Givatayim,1950,86,3
006166-0627-005-00,23/06/2022,"2,700,000","2,700,000",דירה בבית קומות,1,Givatayim,1960,78,3
006161-0416-002-00,13/07/2022,"2,100,000","2,100,000",דירה בבית קומות,1,Givatayim,1960,93,3
006168-0595-023-00,19/07/2022,"2,400,000","2,400,000",דירה בבית קומות,1,Givatayim,1960,87,3
006168-0431-020-00,28/06/2022,"2,130,000","2,130,000",דירה בבית קומות,1,Givatayim,1960,72,3
006160-0399-005-00,29/06/2022,"1,695,000","1,695,000",דירה בבית קומות,0.5,Givatayim,1950,120,3
006166-0207-009-00,12/07/2022,"2,079,000","2,079,000",דירה בבית קומות,0.77,Givatayim,1950,79,3
006154-0760-003-00,25/07/2022,"2,870,000","2,870,000",דירה בבית קומות,1,Givatayim,1960,88,3
006155-0361-022-00,15/06/2022,"1,200,000","1,200,000",דירה בבית קומות,0.5,Givatayim,1960,80,3
006161-0245-010-00,07/07/2022,"1,350,000","1,350,000",דירה בבית קומות,0.5,Givatayim,1950,48,3
006164-0015-001-00,14/07/2022,"2,557,000","2,557,000",דירה בבית קומות,1,Givatayim,2025,78,3
006164-0016-020-00,14/07/2022,"2,996,000","2,996,000",דירה בבית קומות,1,Givatayim,2025,89,3
